,compound
3787,-0.34
3788,0.0
3789,0.0
3790,0.8652
3791,0.3612
3792,0.0
3793,-0.0772
3794,0.5994
3795,0.0
3796,0.0
3797,0.0
3798,0.3182
3799,0.3182
3800,0.0772
3801,0.4215
3802,-0.34
3803,0.0
3804,0.0
3805,0.6264
3806,0.0
3807,0.8555
3808,0.0
3809,-0.3612
3810,0.4939
3811,0.0772
3812,0.0
3813,0.1779
3814,0.09
3815,0.4939
3816,-0.9722
3817,-0.795
3818,0.7579
3819,-0.5204
3820,0.0
3821,0.4588
3822,0.7269
3823,0.4019
3824,0.7579
3825,-0.5204
3826,0.0
3827,0.4588
3828,0.7269
3829,0.4019
3830,0.9153
3831,0.0
3832,0.0
3833,0.0
3834,0.5719
3835,0.0
3836,0.0
3837,0.0
3838,-0.34
3839,0.1531
3840,0.8689
3841,0.0
3842,0.0
3843,0.0
3844,0.4574
3845,0.0
3846,0.4574
3847,0.0
3848,0.0
3849,0.668
3850,0.5023
3851,0.4738
3852,0.5399
3853,-0.4215
3854,0.0
3855,0.7783
3856,0.0
3857,0.4404
3858,-0.4404
3859,0.6908
3860,-0.7558
3861,0.967
3862,-0.4554
3863,0.5574
3864,-0.296
3865,0.5423
3866,0.6697
3867,0.5574
3868,0.0
3869,0.6114
3870,0.34
3871,0.5423
3872,0.6697
3873,0.5574
3874,0.0
3875,0.6114
3876,0.34
3877,0.3818
3878,-0.296
3879,0.3262
3880,0.0
3881,0.3818
3882,0.5267
3883,0.68
3884,0.0
3885,0.0
3886,-0.296
3887,0.5093
3888,0.0
3889,0.0
3890,0.0
3891,0.0
3892,0.0
3893,0.25
3894,0.0
3895,0.4528
3896,0.7712
3897,0.8977
3898,0.5411
3899,0.4003
3900,0.0
3901,0.4528
3902,0.7712
3903,0.8977
3904,0.5411
3905,0.4003
3906,0.0
3907,0.0
3908,-0.2462
3909,0.3802
3910,0.4939
3911,0.0
3912,0.7717
3913,0.2695
3914,-0.34
3915,0.0
3916,-0.5423
3917,0.0
3918,0.0
3919,0.0
3920,0.0
3921,0.0
3922,0.0
3923,0.0
3924,-0.34
3925,0.1531
3926,0.8689
3927,0.0
3928,0.0
3929,0.0
3930,-0.5681
3931,0.0
3932,0.0
3933,0.296
3934,0.0
3935,0.0
3936,0.5093
3937,0.0
3938,0.0
3939,0.4404
3940,0.0
3941,0.0
3942,0.5093
3943,0.0
3944,0.0
3945,0.4404
3946,0.0
3947,-0.1759
3948,-0.4939
3949,0.9859
3950,0.7003
3951,0.7003
3952,0.743
3953,0.0
3954,0.0
3955,0.7003
3956,0.0
3957,0.0
3958,0.0
3959,0.0
3960,0.4404
3961,0.0
3962,-0.25
3963,0.4404
3964,0.2003
3965,0.5574
3966,0.453
3967,0.8553
3968,0.0
3969,0.7269
3970,0.4389
3971,0.5574
3972,0.453
3973,0.8553
3974,0.0
3975,0.7269
3976,0.4389
3977,0.0
3978,-0.8316
3979,-0.2732
3980,0.0
3981,0.1027
3982,0.0
3983,0.6369
3984,0.9565
3985,0.9584
3986,0.9325
3987,0.8271
3988,0.4588
3989,0.0
3990,0.0
3991,0.4404
3992,0.4404
3993,0.7717
3994,0.0
3995,0.9814
3996,0.0
3997,0.7579
3998,0.0
3999,0.0
4000,0.9468
4001,0.9814
4002,0.0
4003,0.7579
4004,0.0
4005,0.0
4006,0.9468
4007,0.3612
4008,-0.4585
4009,0.4215
4010,0.6597
4011,-0.1531
4012,0.0772
4013,-0.3182
4014,0.8925
4015,0.6428
4016,0.8798
4017,0.0
4018,0.3182
4019,0.0
4020,0.4588
4021,0.0
4022,0.0
4023,-0.5859
4024,-0.5859
4025,0.0
4026,0.4404
4027,0.3612
4028,0.0
4029,0.4404
4030,0.0
4031,0.0
4032,0.4404
4033,0.3612
4034,0.0
4035,0.4404
4036,0.0
4037,0.0
4038,0.0
4039,-0.2732
4040,-0.2732
4041,0.0
4042,0.0
4043,0.0
4044,0.0
4045,0.0
4046,0.0
4047,0.2732
4048,0.0
4049,0.6369
4050,0.0
4051,0.7579
4052,0.5106
4053,0.6114
4054,0.0
4055,-0.6239
4056,0.0
4057,0.3182
4058,0.4404
4059,0.0
4060,0.0
4061,-0.6239
4062,0.0
4063,0.3182
4064,0.4404
4065,0.0
4066,0.0
4067,0.0
4068,0.4738
4069,-0.0772
4070,0.4019
4071,-0.4215
4072,0.0
4073,-0.3818
4074,0.9531
4075,0.7901
4076,0.2023
4077,0.0
4078,0.4019
4079,0.7096
4080,0.7678
4081,0.0
4082,0.0
4083,0.0
4084,0.0
4085,0.0
4086,0.0
4087,0.0
4088,0.0
4089,-0.5242
4090,0.0
4091,0.0
4092,0.4215
4093,0.887
4094,0.0
4095,0.4926
4096,0.6808
4097,0.4522
4098,0.0
4099,0.6124
4100,0.0
4101,0.6486
4102,0.7717
4103,0.5106
4104,0.1779
4105,0.9715
4106,0.765
4107,0.8934
4108,0.0
4109,0.6343
4110,0.7695
4111,0.8271
4112,0.765
4113,0.8934
4114,0.0
4115,0.6343
4116,0.7695
4117,0.8271
4118,0.3291
4119,-0.4567
4120,0.9022
4121,0.5423
4122,0.0
4123,0.9287
4124,0.3612
4125,0.3182
4126,0.0
4127,0.0
4128,-0.7351
4129,0.0
4130,0.0
4131,0.0
4132,0.0
4133,0.0
4134,0.0
4135,0.9022
4136,0.0
4137,0.0
4138,0.0
4139,0.0
4140,0.0
4141,0.9022
4142,0.0
4143,0.0
4144,0.9098
4145,0.8771
4146,0.5719
4147,0.0
4148,0.0
4149,0.6114
4150,0.1779
4151,0.0
4152,0.8225
4153,0.0
4154,0.4898
4155,0.296
4156,-0.1603
4157,0.0
4158,-0.5399
4159,0.128
4160,0.4404
4161,-0.0258
4162,-0.4118
4163,-0.4118
4164,0.8271
4165,0.891
4166,0.9201
4167,0.636
4168,-0.4753
4169,0.6966
4170,0.4588
4171,0.4588
4172,0.0
4173,0.0
4174,0.0
4175,0.0
4176,0.0
4177,0.2023
4178,0.0
4179,0.0
4180,0.0
4181,0.0
4182,0.0
4183,0.2023
4184,0.0
4185,0.0
4186,0.4588
4187,-0.296
4188,0.0
4189,0.5574
4190,0.0
4191,0.0
4192,0.0
4193,0.0
4194,-0.3182
4195,-0.34
4196,-0.3182
4197,-0.34
4198,0.0
4199,0.0
4200,0.0
4201,0.0
4202,0.0
4203,0.0
4204,-0.34
4205,0.4588
4206,0.0
4207,0.4404
4208,-0.296
4209,0.4939
4210,0.4215
4211,0.0
4212,0.4215
4213,-0.101
4214,0.7506
4215,0.7644
4216,0.0
4217,0.4588
4218,0.908
4219,0.8534
4220,0.6636
4221,0.7644
4222,0.0
4223,0.4588
4224,0.908
4225,0.8534
4226,0.6636
4227,0.9059
4228,0.0
4229,0.4939
4230,-0.4753
4231,0.0
4232,0.0
4233,0.6988
4234,0.4404
4235,0.4926
4236,-0.3578
4237,0.0
4238,0.6588
4239,0.6988
4240,0.4404
4241,0.4926
4242,-0.3578
4243,0.0
4244,0.6588
4245,0.0
4246,0.8126
4247,0.4019
4248,0.0
4249,0.0
4250,0.5093
4251,0.3612
4252,0.0
4253,0.0
4254,0.4404
4255,0.0
4256,0.0
4257,0.3612
4258,0.0
4259,0.0
4260,0.4404
4261,0.0
4262,0.0
4263,0.2263
4264,0.0
4265,0.8625
4266,-0.25
4267,-0.2732
4268,0.2263
4269,0.0
4270,0.0
4271,0.0
4272,0.0
4273,0.0
4274,0.0
4275,0.0
4276,0.0
4277,0.0
4278,0.0
4279,0.0
4280,0.0
4281,0.0
4282,0.34
4283,-0.2263
4284,0.0
4285,-0.2732
4286,-0.4767
4287,0.1154
4288,0.2714
4289,0.8481
4290,0.0
4291,0.4939
4292,0.296
4293,0.1154
4294,0.2714
4295,0.8481
4296,0.0
4297,0.4939
4298,0.296
4299,0.4019
4300,0.0
4301,0.0
4302,0.0
4303,0.0
4304,0.0
4305,0.0
4306,0.6597
4307,0.0
4308,0.6597
4309,0.4939
4310,0.9295
4311,0.0
4312,0.0
4313,0.8271
4314,0.4939
4315,0.4404
4316,0.0
4317,-0.4215
4318,0.2023
4319,0.4199
4320,0.1531
4321,0.4404
4322,0.0
4323,-0.4215
4324,0.2023
4325,0.4199
4326,0.1531
4327,-0.0516
4328,0.4588
4329,0.2111
4330,-0.5574
4331,0.7184
4332,0.0
4333,0.5267
4334,0.0
4335,0.0
4336,0.0
4337,0.0
4338,0.0
4339,0.5267
4340,0.0
4341,0.0
4342,0.0
4343,0.0
4344,0.0
4345,0.3182
4346,0.4588
4347,0.0
4348,0.3612
4349,0.0
4350,0.0
4351,0.0
4352,0.0
4353,0.0
4354,-0.3736
4355,0.4329
4356,0.6461
4357,0.0
4358,0.0
4359,0.0
4360,-0.3736
4361,0.4329
4362,0.6461
4363,0.6808
4364,0.4588
4365,0.9097
4366,0.3612
4367,0.8658
4368,0.3818
4369,0.0
4370,0.0
4371,0.1531
4372,0.0
4373,0.0
4374,0.5423
4375,0.0
4376,0.0
4377,0.1531
4378,0.0
4379,0.0
4380,0.5423
4381,0.0516
4382,0.4898
4383,-0.6369
4384,0.4215
4385,0.0
4386,0.0
4387,-0.296
4388,-0.296
4389,0.3612
4390,0.4404
4391,0.0
4392,0.0
4393,0.4404
4394,0.0
4395,-0.594
4396,-0.2235
4397,-0.5346
4398,0.7003
4399,0.2732
4400,0.0
4401,-0.594
4402,-0.2235
4403,-0.5346
4404,0.7003
4405,0.2732
4406,0.0
4407,-0.6486
4408,0.0
4409,0.0
4410,0.7717
4411,-0.34
4412,0.0
4413,0.5563
4414,0.8499
4415,-0.7825
4416,0.6908
4417,0.6767
4418,0.0
4419,0.5563
4420,0.8499
4421,-0.7825
4422,0.6908
4423,0.6767
4424,0.0
4425,-0.34
4426,0.0
4427,0.0
4428,0.0
4429,0.0
4430,-0.4019
4431,0.0
4432,0.0
4433,0.8316
4434,0.8316
4435,0.5574
4436,0.0
4437,0.0
4438,0.0
4439,0.34
4440,-0.5719
4441,0.802
4442,0.0
4443,0.0
4444,0.0
4445,0.34
4446,-0.5719
4447,0.802
4448,0.0
4449,0.0
4450,0.0
4451,0.7506
4452,0.0
4453,0.4588
4454,-0.4215
4455,0.4404
4456,0.0
4457,0.0
4458,0.0
4459,0.0
4460,0.0
4461,0.6705
4462,0.0
4463,0.0
4464,0.0
4465,0.0
4466,0.0
4467,0.6705
4468,0.0
4469,0.0
4470,0.6083
4471,0.5574
4472,0.658
4473,0.4019
4474,0.5435
4475,0.5994
4476,0.0
4477,0.4404
4478,0.555
4479,0.5719
4480,0.9432
4481,0.5994
4482,0.0
4483,0.4404
4484,0.555
4485,0.5719
4486,0.9432
4487,0.6369
4488,0.5859
4489,0.4738
4490,0.1027
4491,0.8622
4492,0.7306
4493,0.0
4494,0.0
4495,0.6808
4496,0.0
4497,0.5362
4498,0.0
4499,0.0
4500,0.6486
4501,0.0
4502,0.0
4503,0.5362
4504,0.0
4505,0.0
4506,0.6486
4507,0.0
4508,0.0
4509,0.0
4510,0.4939
4511,0.0
4512,0.3612
4513,0.0
4514,-0.3612
4515,0.0
4516,0.2732
4517,0.5574
4518,0.0
4519,0.0
4520,-0.3612
4521,0.0
4522,0.2732
4523,0.5574
4524,0.0
4525,0.0
4526,0.0
4527,0.0
4528,0.0
4529,0.0
4530,-0.128
4531,0.3612
4532,0.0
4533,0.0
4534,0.0
4535,0.0
4536,-0.128
4537,0.3612
4538,0.0
4539,0.6072
4540,0.0
4541,0.0
4542,0.6072
4543,0.0
4544,0.0
4545,0.504
4546,0.0
4547,0.0
4548,0.0
4549,0.1027
4550,-0.4019
4551,0.504
4552,0.0
4553,0.0
4554,0.0
4555,0.1027
4556,-0.4019
4557,0.0
4558,0.0
4559,0.8934
4560,0.0
4561,0.0
4562,0.0
4563,0.2732
4564,0.4404
4565,0.0
4566,0.5994
4567,0.2837
4568,0.0
4569,0.2732
4570,0.4404
4571,0.0
4572,0.5994
4573,0.2837
4574,0.0
4575,-0.4389
4576,-0.2942
4577,0.0
4578,0.0
4579,0.717
4580,0.8398
4581,0.0
4582,0.8963
4583,0.0
4584,0.0
4585,-0.299
4586,0.6597
4587,0.0
4588,0.8963
4589,0.0
4590,0.0
4591,-0.299
4592,0.6597
4593,0.0
4594,-0.8225
4595,0.5719
4596,0.7893
4597,0.0
4598,0.5574
4599,0.0
4600,-0.8225
4601,0.5719
4602,0.7893
4603,0.0
4604,0.5574
4605,0.0
4606,-0.5216
4607,-0.1531
4608,-0.1531
4609,0.0
4610,0.5994
4611,0.0
4612,0.0
4613,-0.34
4614,0.6705
4615,0.0
4616,0.5574
4617,0.0
4618,0.0
4619,-0.34
4620,0.6705
4621,0.0
4622,0.5574
4623,0.0516
4624,0.0
4625,0.0
4626,0.0
4627,0.3612
4628,0.3089
4629,0.0
4630,0.8807
4631,0.4199
4632,0.6051
4633,-0.0516
4634,0.5423
4635,0.0
4636,0.8807
4637,0.4199
4638,0.6051
4639,-0.0516
4640,0.5423
4641,-0.3919
4642,-0.5423
4643,0.0
4644,0.0
4645,0.0
4646,-0.34
4647,0.0
4648,0.5093
4649,0.0772
4650,0.2695
4651,0.0
4652,0.4404
4653,0.0
4654,0.5093
4655,0.0772
4656,0.2695
4657,0.0
4658,0.4404
4659,0.0
4660,0.4981
4661,0.4404
4662,0.4588
4663,0.6369
4664,0.3597
4665,0.8462
4666,0.4981
4667,0.4404
4668,0.4588
4669,0.6369
4670,0.3597
4671,0.8462
4672,0.0
4673,0.0
4674,-0.4767
4675,0.4926
4676,0.0
4677,0.0
4678,0.0
4679,0.0
4680,0.4588
4681,0.3365
4682,0.8126
4683,0.7351
4684,0.0
4685,0.0
4686,0.4588
4687,0.3365
4688,0.8126
4689,0.7351
4690,0.877
4691,0.0
4692,0.4438
4693,-0.4767
4694,0.3612
4695,0.9274
4696,0.7269
4697,-0.4939
4698,0.0
4699,0.0
4700,0.4939
4701,0.0
4702,0.7269
4703,-0.4939
4704,0.0
4705,0.0
4706,0.4939
4707,0.0
4708,0.4215
4709,0.802
4710,0.4939
4711,0.0
4712,-0.4767
4713,-0.4767
4714,0.743
4715,0.0
4716,0.4588
4717,0.4215
4718,-0.4767
4719,-0.1531
4720,0.743
4721,0.0
4722,0.4588
4723,0.4215
4724,-0.4767
4725,-0.1531
4726,-0.296
4727,0.0
4728,0.0
4729,0.0
4730,0.7184
4731,-0.5719
4732,0.8977
4733,-0.2714
4734,0.0
4735,-0.5983
4736,0.0
4737,0.0
4738,0.8977
4739,-0.2714
4740,0.0
4741,-0.5983
4742,0.0
4743,0.0
4744,0.8221
4745,-0.296
4746,0.3612
4747,0.68
4748,0.4404
4749,0.4588
4750,0.4939
4751,0.4939
4752,0.4939
4753,0.4939
4754,0.4939
4755,0.4939
4756,0.4939
4757,0.4939
4758,0.4939
4759,0.4939
4760,0.4939
4761,0.4939
4762,-0.1531
4763,0.4019
4764,0.8436
4765,-0.34
4766,0.8619
4767,0.3182
4768,0.0
4769,0.4019
4770,0.8436
4771,-0.34
4772,0.8619
4773,0.3182
4774,0.0
4775,0.0772
4776,0.4939
4777,0.0
4778,0.7506
4779,0.6705
4780,0.4939
4781,0.0
4782,0.0
